"customer_id","customer_code","first_name","last_name","full_name","gender","date_of_birth","marital_status","occupation","annual_income","phone_number","email","address","city","state","postal_code","country","pan_number","aadhaar_number","customer_since","risk_category","kyc_status","customer_status"
"6943","CUST006943","Vasana","Kumar","Vasana Kumar","Female","1983-07-14","Single","Shopkeeper","4226577","9788522539","vasana.kumar659@gmail.com","49, Ganguly Street","Delhi","Delhi","735562","India","XVBWD9463X","061711167715","2021-07-04","Medium","Pending","Active"
"6944","CUST006944","Anirudh","Deep","Anirudh Deep","Male","1958-07-20","Married","Mechanical Engineer","427292","9989313986","anirudh.deep189@gmail.com","49/45, Hari Zila","Shimla","Himachal Pradesh","989484","India","GVNQA6018H","968835643562","2025-07-03","Low","Verified","Active"
"6945","CUST006945","Wridesh","Basak","Wridesh Basak","Male","1987-07-13","Single","Shopkeeper","321146","9395685597","wridesh.basak911@gmail.com","H.No. 730
Chada Street","Ludhiana","Punjab","601399","India","SLYLT2877J","141836903650","2016-07-05","Low","Verified","Active"
"6946","CUST006946","Lakshmi","Sodhi","Lakshmi Sodhi","Female","1996-07-10","Married","Marketing Manager","1938273","9921412197","lakshmi.sodhi805@gmail.com","H.No. 98
Palla Road","Dehradun","Uttarakhand","621052","India","NCXBN8404Y","407206620503","2014-07-06","Low","Verified","Active"
"6947","CUST006947","Amruta","Sant","Amruta Sant","Female","2006-07-08","Single","Accountant","980917","9156293346","amruta.sant210@gmail.com","H.No. 696, Hayer Zila","Mumbai","Maharashtra","343571","India","WDLIR4326T","908147312088","2024-07-03","Low","Verified","Active"
"6948","CUST006948","Charita","Bail","Charita Bail","Female","1954-07-21","Single","Student","873714","9537907600","charita.bail90@gmail.com","34/770, Singhal Road","Bhubaneswar","Odisha","902388","India","WRSIB4702J","523692765680","2013-07-06","Medium","Verified","Active"
"6949","CUST006949","Chanakya","Kalita","Chanakya Kalita","Male","2004-07-08","Married","Nurse","342168","9723264655","chanakya.kalita851@gmail.com","29, D’Alia","Warangal","Telangana","632210","India","VHGIQ9190W","099939136564","2011-07-07","Low","Verified","Active"
"6950","CUST006950","Zaitra","Chahal","Zaitra Chahal","Female","1985-07-13","Married","Farmer","223053","9824045803","zaitra.chahal177@gmail.com","H.No. 09
Bains Ganj","Chandigarh","Chandigarh","948272","India","RFMKS1783X","513078398580","2011-07-07","High","Verified","Active"
"6951","CUST006951","Banjeet","Kumer","Banjeet Kumer","Male","1986-07-13","Married","Shopkeeper","534663","9172045728","banjeet.kumer531@gmail.com","34
Gill Marg","Noida","Uttar Pradesh","714254","India","QWIAA3670T","610032642366","2024-07-03","Medium","Verified","Active"
"6952","CUST006952","Sanya","Kohli","Sanya Kohli","Female","1949-07-22","Married","Student","329692","9919270115","sanya.kohli969@gmail.com","H.No. 727, Bhatti Ganj","Bhubaneswar","Odisha","569661","India","QEIDX8111V","161740808791","2016-07-05","Low","Verified","Active"
"6953","CUST006953","Mekhala","Raman","Mekhala Raman","Female","1998-07-10","Single","Doctor","401207","9368715630","mekhala.raman358@gmail.com","14
Ramanathan Street","Ghaziabad","Uttar Pradesh","053392","India","GZEXL5795P","436040319258","2022-07-04","Low","Verified","Active"
"6954","CUST006954","Aayush","Johal","Aayush Johal","Male","1988-07-12","Married","Government Employee","793057","9432515700","aayush.johal448@gmail.com","00/989, Jha Circle","Mumbai","Maharashtra","157443","India","VZDME4273V","445185486074","2025-07-03","Low","Verified","Active"
"6955","CUST006955","Lekha","Date","Lekha Date","Female","1999-07-10","Divorced","Sales Executive","2556592","9307407515","lekha.date428@gmail.com","18/462, Thaman","Amritsar","Punjab","010722","India","CKHAC4146Y","878435029652","2018-07-05","Low","Verified","Inactive"
"6956","CUST006956","Viraj","D’Alia","Viraj D’Alia","Male","1958-07-20","Married","Government Employee","296998","9152451685","viraj.d’alia806@gmail.com","48, Sur Circle","Vadodara","Gujarat","373202","India","JVEIB7221J","197802485850","2015-07-06","Low","Verified","Active"
"6957","CUST006957","Rachita","Kade","Rachita Kade","Female","2007-07-08","Married","Electrician","208426","9424581736","rachita.kade665@gmail.com","965
Ahuja Road","Thiruvananthapuram","Kerala","786560","India","OONQB4574Y","985241325681","2011-07-07","Low","Verified","Active"
"6958","CUST006958","Yatin","Majumdar","Yatin Majumdar","Male","1995-07-11","Married","Police Officer","3410338","9578100397","yatin.majumdar746@gmail.com","88, Borra Zila","Noida","Uttar Pradesh","469841","India","URGXU1472A","194632935306","2023-07-04","Low","Verified","Active"
"6959","CUST006959","Om","Pillai","Om Pillai","Male","2003-07-09","Married","Civil Engineer","357997","9976751668","om.pillai716@gmail.com","93/17, Bhalla Path","Kanpur","Uttar Pradesh","956148","India","ADRIY4100T","847918360394","2016-07-05","Low","Verified","Active"
"6960","CUST006960","Advay","Borde","Advay Borde","Male","1990-07-12","Divorced","Mechanical Engineer","505680","9790778245","advay.borde395@gmail.com","43/49, Wali Ganj","Thiruvananthapuram","Kerala","134439","India","IZJRE3053F","188127044288","2012-07-06","Medium","Verified","Active"
"6961","CUST006961","Dalbir","Om","Dalbir Om","Male","1964-07-18","Married","Doctor","439858","9805618954","dalbir.om243@gmail.com","67/535, Lala","Chandigarh","Chandigarh","457526","India","CHOGJ3951R","658491431618","2025-07-03","Low","Verified","Active"
"6962","CUST006962","Fariq","Dara","Fariq Dara","Male","1969-07-17","Single","Teacher","553178","9846151499","fariq.dara81@gmail.com","879, Amble Marg","Noida","Uttar Pradesh","041558","India","KYJPD9586K","654314703978","2026-07-03","Low","Verified","Active"
"6963","CUST006963","Jeet","Ben","Jeet Ben","Male","2007-07-08","Married","Shopkeeper","877518","9859508968","jeet.ben158@gmail.com","91/646, Dash Ganj","Indore","Madhya Pradesh","128331","India","ZPRRF3768A","452767703415","2025-07-03","Low","Verified","Active"
"6964","CUST006964","Aachal","Bawa","Aachal Bawa","Female","1992-07-11","Married","Lawyer","624812","9518412051","aachal.bawa110@gmail.com","29/51
Madan Street","Coimbatore","Tamil Nadu","921890","India","PHVIL5961C","817357285193","2018-07-05","Low","Verified","Active"
"6965","CUST006965","Azaan","Balakrishnan","Azaan Balakrishnan","Male","2002-07-09","Married","Student","644755","9354095047","azaan.balakrishnan289@gmail.com","253, Chauhan Zila","Madurai","Tamil Nadu","904727","India","YMCJN2792P","086911825652","2022-07-04","Low","Verified","Active"
"6966","CUST006966","Abeer","Arya","Abeer Arya","Male","1988-07-12","Married","Business Owner","1629676","9419934334","abeer.arya473@gmail.com","18/513, Patla Street","Lucknow","Uttar Pradesh","530346","India","TGGRO7211S","784827853349","2016-07-05","Low","Verified","Active"
"6967","CUST006967","Om","Vala","Om Vala","Male","1995-07-11","Married","Teacher","1484000","9378808398","om.vala936@gmail.com","H.No. 50
Mandal Street","Howrah","West Bengal","604110","India","RMHLY9756P","445395930632","2020-07-04","Low","Verified","Active"
"6968","CUST006968","Jason","Sathe","Jason Sathe","Male","1957-07-20","Single","Government Employee","701713","9624552648","jason.sathe761@gmail.com","H.No. 860
Merchant Nagar","Lucknow","Uttar Pradesh","126649","India","VYVZI9578C","365564141326","2026-07-03","Medium","Verified","Active"
"6969","CUST006969","Wakeeta","Magar","Wakeeta Magar","Female","1995-07-11","Married","Lawyer","300695","9851118316","wakeeta.magar384@gmail.com","37/610
Dixit","Noida","Uttar Pradesh","944528","India","HTSEJ3281V","971985966799","2019-07-05","Medium","Verified","Active"
"6970","CUST006970","Vaishnavi","Chopra","Vaishnavi Chopra","Female","1993-07-11","Married","Lawyer","365253","9661557105","vaishnavi.chopra517@gmail.com","81/34
Prakash Zila","Nagpur","Maharashtra","919291","India","IVXTV3485H","529053198133","2023-07-04","Medium","Verified","Active"
"6971","CUST006971","Gagan","Sampath","Gagan Sampath","Male","1999-07-10","Married","Accountant","618491","9485365529","gagan.sampath139@gmail.com","16
Chawla Chowk","Chennai","Tamil Nadu","007985","India","JTPIT2561Z","345865055259","2021-07-04","Low","Verified","Active"
"6972","CUST006972","Brinda","Gokhale","Brinda Gokhale","Female","1973-07-16","Married","Business Owner","217994","9639757615","brinda.gokhale145@gmail.com","04/39, Sarin","Jaipur","Rajasthan","717693","India","TPPUM3391T","550094443205","2023-07-04","Low","Verified","Active"
"6973","CUST006973","Lavanya","Kalla","Lavanya Kalla","Female","2000-07-09","Married","HR Manager","263453","9502490754","lavanya.kalla346@gmail.com","52, Balay Ganj","Chennai","Tamil Nadu","526024","India","MIFTG8993J","930603372175","2019-07-05","Low","Verified","Active"
"6974","CUST006974","Zayan","Sankar","Zayan Sankar","Male","1981-07-14","Single","Civil Engineer","1552782","9770879854","zayan.sankar827@gmail.com","35
Hayre Chowk","Raipur","Chhattisgarh","623216","India","BAIJQ4705O","187112666706","2016-07-05","Low","Verified","Active"
"6975","CUST006975","Zarna","Gara","Zarna Gara","Female","1999-07-10","Single","Software Engineer","2485170","9949107174","zarna.gara746@gmail.com","H.No. 975
Kala Ganj","Madurai","Tamil Nadu","840939","India","DSTQR3736U","110374068992","2026-07-03","Low","Verified","Active"
"6976","CUST006976","Kabir","Dhar","Kabir Dhar","Male","1963-07-19","Divorced","Civil Engineer","264673","9809584257","kabir.dhar948@gmail.com","H.No. 03, Guha Ganj","Srinagar","Jammu & Kashmir","564181","India","BWAHV1099Z","195075134383","2014-07-06","Medium","Verified","Active"
"6977","CUST006977","Rehaan","Dube","Rehaan Dube","Male","1968-07-17","Single","Driver","1712244","9118952223","rehaan.dube207@gmail.com","H.No. 927, Tara Nagar","Bhubaneswar","Odisha","891008","India","DBBCC9275V","486457872192","2021-07-04","Low","Verified","Active"
"6978","CUST006978","Vincent","Dutta","Vincent Dutta","Male","1966-07-18","Married","Lawyer","1676713","9988856474","vincent.dutta635@gmail.com","H.No. 29, Batta","Guwahati","Assam","396773","India","TRPNQ1461P","499702674576","2019-07-05","Medium","Verified","Active"
"6979","CUST006979","Gaurang","Kapoor","Gaurang Kapoor","Male","1972-07-16","Married","Driver","1573218","9800334768","gaurang.kapoor25@gmail.com","51/126, Kala Circle","Ahmedabad","Gujarat","174301","India","XTONY6448R","850689288790","2022-07-04","Low","Verified","Active"
"6980","CUST006980","Yagnesh","Bora","Yagnesh Bora","Male","1966-07-18","Single","Driver","1075178","9442045907","yagnesh.bora429@gmail.com","H.No. 651, Mittal Chowk","Mumbai","Maharashtra","809974","India","WQEUT8728Q","600935463941","2013-07-06","High","Verified","Active"
"6981","CUST006981","Chaman","Sampath","Chaman Sampath","Female","1999-07-10","Single","Nurse","406820","9837487378","chaman.sampath19@gmail.com","92/730
Padmanabhan Path","Pune","Maharashtra","194260","India","JBVNG1172B","515399056821","2015-07-06","Medium","Verified","Active"
"6982","CUST006982","Eta","Chawla","Eta Chawla","Female","1956-07-20","Married","Driver","811837","9868958763","eta.chawla398@gmail.com","29/957, Pant Circle","Srinagar","Jammu & Kashmir","016780","India","IUFRM9408Q","015699072601","2022-07-04","Low","Verified","Active"
"6983","CUST006983","Thomas","Jayaraman","Thomas Jayaraman","Male","1992-07-11","Single","Mechanical Engineer","254861","9114754623","thomas.jayaraman568@gmail.com","23
Char Circle","Shimla","Himachal Pradesh","778401","India","HEDSI4661Y","765539066796","2024-07-03","Low","Verified","Active"
"6984","CUST006984","Rushil","Thakkar","Rushil Thakkar","Male","1946-07-23","Married","Farmer","3544104","9534865297","rushil.thakkar260@gmail.com","748
Rai Path","Warangal","Telangana","366262","India","NYTHI8718Q","425007296284","2021-07-04","Low","Verified","Active"
"6985","CUST006985","Vaishnavi","Gupta","Vaishnavi Gupta","Female","1970-07-17","Single","Business Owner","562662","9722695294","vaishnavi.gupta981@gmail.com","H.No. 87
Deep Marg","Nagpur","Maharashtra","982112","India","TODVN4146H","367763344103","2026-07-03","Low","Verified","Active"
"6986","CUST006986","Daksha","Tak","Daksha Tak","Female","1985-07-13","Married","Teacher","8641031","9591108286","daksha.tak109@gmail.com","01/26
Din Nagar","Shimla","Himachal Pradesh","324840","India","TVHVH7080T","534989321430","2023-07-04","Low","Verified","Active"
"6987","CUST006987","Parth","Dar","Parth Dar","Male","1973-07-16","Married","Shopkeeper","1374716","9890094342","parth.dar25@gmail.com","09
Ranganathan Street","Ludhiana","Punjab","064823","India","KXHAA6944Z","521716257739","2024-07-03","Low","Verified","Active"
"6988","CUST006988","Yatin","Prashad","Yatin Prashad","Male","2002-07-09","Single","Software Engineer","226015","9146011679","yatin.prashad602@gmail.com","35/782, Chada Marg","Mumbai","Maharashtra","294111","India","YQUTE9256N","298116475150","2021-07-04","Low","Verified","Active"
"6989","CUST006989","Tripti","Wadhwa","Tripti Wadhwa","Female","2001-07-09","Married","Shopkeeper","241992","9619256684","tripti.wadhwa232@gmail.com","98
Bal","Coimbatore","Tamil Nadu","951680","India","FNQIV9363G","891865009297","2026-07-03","High","Verified","Active"
"6990","CUST006990","Netra","Bains","Netra Bains","Female","1965-07-18","Single","Student","734180","9410900525","netra.bains866@gmail.com","H.No. 922
Seth Chowk","Warangal","Telangana","866345","India","YRZAT1275C","116411412248","2016-07-05","Low","Verified","Active"
"6991","CUST006991","Jyoti","Balay","Jyoti Balay","Female","1974-07-16","Married","Marketing Manager","1269581","9372997577","jyoti.balay409@gmail.com","H.No. 70, Das Ganj","Kochi","Kerala","164443","India","MKPRF3501U","192500082946","2026-07-03","Low","Verified","Active"
"6992","CUST006992","Ishaan","Narain","Ishaan Narain","Male","1968-07-17","Married","HR Manager","436313","9862480968","ishaan.narain692@gmail.com","467
Maharaj Nagar","Patna","Bihar","043737","India","NBKYG8726F","810708183025","2011-07-07","Low","Verified","Active"
"6993","CUST006993","Bakhshi","Date","Bakhshi Date","Male","1998-07-10","Married","Software Engineer","3734054","9848850038","bakhshi.date433@gmail.com","98
Chaudhari Zila","Noida","Uttar Pradesh","474853","India","UZVBC7843O","165688271509","2016-07-05","Low","Verified","Active"
"6994","CUST006994","Damyanti","Uppal","Damyanti Uppal","Female","1958-07-20","Single","Business Owner","371049","9963848699","damyanti.uppal345@gmail.com","H.No. 67, Chaudry Nagar","Hyderabad","Telangana","881354","India","JBPXM7776R","801600510131","2022-07-04","Medium","Verified","Active"
"6995","CUST006995","Ikbal","Deshpande","Ikbal Deshpande","Male","2003-07-09","Married","Marketing Manager","3623350","9428317092","ikbal.deshpande828@gmail.com","12/64, Palan Zila","Vadodara","Gujarat","795675","India","EQMOH2118E","821737872271","2011-07-07","Low","Verified","Active"
"6996","CUST006996","Ubika","Sane","Ubika Sane","Other","1978-07-15","Single","Nurse","2037011","9170526524","ubika.sane819@gmail.com","20/135, Kale Circle","Warangal","Telangana","229826","India","EGKKQ9980L","517490556403","2013-07-06","Medium","Verified","Active"
"6997","CUST006997","Tara","Chatterjee","Tara Chatterjee","Female","1968-07-17","Married","Farmer","437399","9331035616","tara.chatterjee82@gmail.com","25/458
Dey Chowk","Amritsar","Punjab","362276","India","YGIXD4658W","444777078231","2022-07-04","Low","Verified","Active"
"6998","CUST006998","Viraj","Garde","Viraj Garde","Male","1988-07-12","Married","Police Officer","218172","9805945219","viraj.garde818@gmail.com","90/541
Guha Ganj","Vadodara","Gujarat","794623","India","VFENY6935T","484046065302","2021-07-04","Medium","Verified","Active"
"6999","CUST006999","Jai","Reddy","Jai Reddy","Male","1994-07-11","Married","Government Employee","342185","9694289173","jai.reddy395@gmail.com","90, Agarwal Path","Thiruvananthapuram","Kerala","314412","India","WHTWA1766Z","075467704415","2020-07-04","Low","Pending","Active"
"7000","CUST007000","Amaira","Manne","Amaira Manne","Female","1947-07-23","Single","Student","878840","9629552501","amaira.manne410@gmail.com","H.No. 63
Narayan","Mysuru","Karnataka","466321","India","TTRNL5884U","585801501461","2024-07-03","High","Verified","Inactive"
"7001","CUST007001","Robert","Bahri","Robert Bahri","Male","1992-07-11","Married","Teacher","4869772","9300140199","robert.bahri92@gmail.com","08/07, Ramesh Ganj","Agra","Uttar Pradesh","113327","India","GMZJA3167V","942864087683","2020-07-04","Medium","Verified","Active"
"7002","CUST007002","Kiaan","Lanka","Kiaan Lanka","Male","2002-07-09","Single","Retired","401222","9578219892","kiaan.lanka535@gmail.com","50/148
Chand Street","Varanasi","Uttar Pradesh","979014","India","WCYYO5656K","043011051924","2023-07-04","Low","Verified","Active"
"7003","CUST007003","Keya","Tak","Keya Tak","Female","1953-07-21","Married","Doctor","505841","9896986565","keya.tak338@gmail.com","57/400, Deol Zila","Chennai","Tamil Nadu","633001","India","RPIKQ7917P","559064671940","2019-07-05","Low","Verified","Active"
"7004","CUST007004","Fitan","Wable","Fitan Wable","Male","1958-07-20","Single","Driver","988813","9617551853","fitan.wable548@gmail.com","28/82, Baral Nagar","Nagpur","Maharashtra","508569","India","LVUGT7956R","290141941561","2012-07-06","Low","Verified","Active"
"7005","CUST007005","Chandani","Tella","Chandani Tella","Female","2006-07-08","Married","Teacher","273185","9971828530","chandani.tella390@gmail.com","59/462
Bora Marg","Delhi","Delhi","221682","India","QULQB6663S","412532350646","2025-07-03","Medium","Verified","Active"
"7006","CUST007006","Abhimanyu","Bumb","Abhimanyu Bumb","Male","1983-07-14","Divorced","Retired","326667","9323113139","abhimanyu.bumb942@gmail.com","173
Aggarwal Nagar","Dehradun","Uttarakhand","713462","India","BLLTP9752Q","774568385593","2026-07-03","Low","Verified","Active"
"7007","CUST007007","Oliver","Konda","Oliver Konda","Male","1978-07-15","Single","Retired","334329","9827304613","oliver.konda132@gmail.com","H.No. 36
Narula Marg","Kochi","Kerala","041026","India","NQBQW2058W","124171435406","2020-07-04","High","Verified","Active"
"7008","CUST007008","Yochana","Badami","Yochana Badami","Female","1997-07-10","Married","Retired","505568","9754854590","yochana.badami334@gmail.com","076, Pandya","Ludhiana","Punjab","087233","India","XJHNM5374T","464683289076","2017-07-05","Low","Verified","Active"
"7009","CUST007009","Quincy","Chawla","Quincy Chawla","Male","1993-07-11","Divorced","Marketing Manager","4548920","9571639316","quincy.chawla298@gmail.com","80/14
Bose Ganj","Ludhiana","Punjab","228819","India","HNPQY9080U","286451854546","2015-07-06","Low","Verified","Active"
"7010","CUST007010","Eiravati","Ranganathan","Eiravati Ranganathan","Female","1993-07-11","Married","Business Owner","673314","9447800608","eiravati.ranganathan352@gmail.com","25/826
Mand Street","Chennai","Tamil Nadu","863987","India","POEXD6263W","812244020867","2024-07-03","Low","Verified","Active"
"7011","CUST007011","Vrinda","Chatterjee","Vrinda Chatterjee","Female","1985-07-13","Married","Teacher","863692","9990014163","vrinda.chatterjee790@gmail.com","51
Bath Nagar","Mysuru","Karnataka","803567","India","IOWDG1097A","315132093400","2021-07-04","Low","Verified","Active"
"7012","CUST007012","Falan","Chahal","Falan Chahal","Male","1951-07-22","Single","Sales Executive","796819","9922158098","falan.chahal818@gmail.com","409
Warrior Ganj","Noida","Uttar Pradesh","527561","India","RGUDC4902R","098610370814","2022-07-04","Low","Verified","Active"
"7013","CUST007013","Umang","Bumb","Umang Bumb","Male","1987-07-13","Single","Student","1397929","9574737631","umang.bumb644@gmail.com","79/67, Shetty Street","Mumbai","Maharashtra","041256","India","CDMJD2601A","754533551543","2015-07-06","Low","Verified","Active"
"7014","CUST007014","Garima","Lalla","Garima Lalla","Female","1948-07-22","Married","Doctor","1216132","9149100765","garima.lalla515@gmail.com","19/93
Som Path","Ghaziabad","Uttar Pradesh","563700","India","YGZQH9935B","635029617653","2022-07-04","Low","Verified","Active"
"7015","CUST007015","Zehaan","Dora","Zehaan Dora","Male","1966-07-18","Married","Software Engineer","772393","9447972504","zehaan.dora200@gmail.com","H.No. 238
Ramanathan Zila","Mysuru","Karnataka","633653","India","QSPTP3146B","964743576010","2014-07-06","Low","Verified","Active"
"7016","CUST007016","Lakshit","Sundaram","Lakshit Sundaram","Male","1997-07-10","Single","HR Manager","457479","9642030005","lakshit.sundaram543@gmail.com","33
Edwin Marg","Warangal","Telangana","425289","India","ZOGPE2901Z","599276097343","2018-07-05","Low","Verified","Active"
"7017","CUST007017","Tanish","Samra","Tanish Samra","Male","1982-07-14","Married","Government Employee","414579","9534827781","tanish.samra246@gmail.com","47, Kamdar Path","Ahmedabad","Gujarat","557382","India","DHWLZ5670P","000668095792","2016-07-05","Low","Verified","Active"
"7018","CUST007018","Maanas","Bahri","Maanas Bahri","Male","1995-07-11","Single","Nurse","319724","9436589288","maanas.bahri350@gmail.com","36/52
Tiwari Circle","Udaipur","Rajasthan","505920","India","EQBUL5514N","057506066530","2013-07-06","Low","Verified","Active"
"7019","CUST007019","Siya","Jani","Siya Jani","Female","1994-07-11","Single","Nurse","594304","9969704301","siya.jani709@gmail.com","06, D’Alia Chowk","Howrah","West Bengal","428557","India","LPBZL1059V","072226129905","2019-07-05","Low","Verified","Active"
"7020","CUST007020","Wakeeta","Iyer","Wakeeta Iyer","Female","1981-07-14","Single","Shopkeeper","4098995","9564836530","wakeeta.iyer953@gmail.com","H.No. 628, Kala Street","Kanpur","Uttar Pradesh","880355","India","FOOYG8681B","460192166104","2015-07-06","Medium","Verified","Inactive"
"7021","CUST007021","Udant","Chahal","Udant Chahal","Male","1995-07-11","Single","Government Employee","2525138","9727345278","udant.chahal137@gmail.com","192
Sandhu Ganj","Raipur","Chhattisgarh","666045","India","ZWOIT3999B","822731131891","2022-07-04","Low","Verified","Active"
"7022","CUST007022","Ladli","Natt","Ladli Natt","Female","1950-07-22","Married","Driver","747057","9524573849","ladli.natt459@gmail.com","843, Sekhon Path","Ghaziabad","Uttar Pradesh","715415","India","UHARH1789N","229717584086","2018-07-05","Low","Verified","Active"
"7023","CUST007023","Yadavi","Agarwal","Yadavi Agarwal","Female","1967-07-18","Single","Accountant","813214","9967981035","yadavi.agarwal586@gmail.com","H.No. 13
Panchal Road","Noida","Uttar Pradesh","045335","India","IZKGP4971N","710849922478","2017-07-05","High","Verified","Active"
"7024","CUST007024","Urmi","Salvi","Urmi Salvi","Female","1974-07-16","Married","Nurse","488975","9789861432","urmi.salvi192@gmail.com","26
Pandya Street","Bhopal","Madhya Pradesh","265859","India","YLRUG1896X","320519126959","2013-07-06","Low","Verified","Active"
"7025","CUST007025","Rishi","Divan","Rishi Divan","Male","2006-07-08","Married","Shopkeeper","1882890","9855927162","rishi.divan541@gmail.com","08
Agrawal Zila","Dehradun","Uttarakhand","788004","India","RPSZL7917K","759597696708","2018-07-05","Low","Verified","Active"
"7026","CUST007026","Qushi","Thakkar","Qushi Thakkar","Female","1955-07-21","Single","Student","532331","9660484232","qushi.thakkar954@gmail.com","H.No. 19, Rana","Ranchi","Jharkhand","764432","India","XGFTH7129K","241491709768","2014-07-06","Low","Verified","Active"
"7027","CUST007027","Aahana","Singhal","Aahana Singhal","Female","1957-07-20","Single","Student","1272810","9438452485","aahana.singhal88@gmail.com","H.No. 82
Mangat Road","Delhi","Delhi","749854","India","IGJGH2415H","585296113973","2013-07-06","Low","Verified","Active"
"7028","CUST007028","Qushi","Bhandari","Qushi Bhandari","Female","1969-07-17","Married","Retired","3857853","9372482890","qushi.bhandari618@gmail.com","81
Memon Road","Dehradun","Uttarakhand","494599","India","CDIBB8050I","775729879557","2017-07-05","Low","Verified","Active"
"7029","CUST007029","Faqid","Lala","Faqid Lala","Male","1949-07-22","Married","Student","924991","9770303095","faqid.lala349@gmail.com","10/61
Kari Path","Jaipur","Rajasthan","336671","India","NCEXM9300S","159383657457","2023-07-04","Low","Verified","Active"
"7030","CUST007030","Harita","Wagle","Harita Wagle","Female","1975-07-16","Married","Doctor","757841","9852311084","harita.wagle325@gmail.com","H.No. 791, Vig Nagar","Coimbatore","Tamil Nadu","824179","India","QZFEX5859H","216874882216","2025-07-03","Low","Verified","Active"
"7031","CUST007031","Lohit","Prashad","Lohit Prashad","Male","1946-07-23","Single","Farmer","1657848","9317728985","lohit.prashad817@gmail.com","256
Gandhi Marg","Vadodara","Gujarat","230530","India","WUOXD6174G","530381834502","2018-07-05","Low","Pending","Active"
"7032","CUST007032","Pooja","Chada","Pooja Chada","Female","1988-07-12","Married","Business Owner","486085","9828909277","pooja.chada845@gmail.com","708, Gour Chowk","Kochi","Kerala","466223","India","HYNRW7067J","486489072163","2017-07-05","Low","Verified","Active"
"7033","CUST007033","Anmol","Varkey","Anmol Varkey","Male","2001-07-09","Single","Nurse","706819","9826522714","anmol.varkey575@gmail.com","H.No. 589
Narula Street","Surat","Gujarat","713339","India","FNIBZ9097K","210166315325","2018-07-05","Low","Verified","Active"
"7034","CUST007034","Pallavi","Shere","Pallavi Shere","Female","1951-07-22","Married","Police Officer","697081","9319725361","pallavi.shere823@gmail.com","357
Rajagopalan","Ludhiana","Punjab","931491","India","CIVKJ8202L","656514354219","2011-07-07","Low","Verified","Active"
"7035","CUST007035","Veda","Bera","Veda Bera","Female","2008-07-07","Married","Sales Executive","1249352","9627728855","veda.bera947@gmail.com","57
Barad Road","Indore","Madhya Pradesh","602420","India","AFCXU9465F","152785285436","2026-07-03","Medium","Verified","Active"
"7036","CUST007036","Baljiwan","Chahal","Baljiwan Chahal","Male","1962-07-19","Single","Sales Executive","1059705","9668444445","baljiwan.chahal210@gmail.com","02/562
Raghavan Ganj","Mumbai","Maharashtra","063863","India","ZNYKJ6501E","338943232783","2012-07-06","Low","Verified","Active"
"7037","CUST007037","Simon","Anne","Simon Anne","Male","1976-07-15","Married","Electrician","513342","9999574274","simon.anne699@gmail.com","47
Sarraf Nagar","Noida","Uttar Pradesh","703100","India","WBQEW3213Y","230793985578","2012-07-06","Medium","Verified","Active"
"7038","CUST007038","Omya","Dar","Omya Dar","Female","1959-07-20","Single","Lawyer","5940334","9992097733","omya.dar22@gmail.com","H.No. 277, Chhabra Marg","Agra","Uttar Pradesh","867293","India","MTRBR4785T","146743329458","2016-07-05","Medium","Verified","Active"
"7039","CUST007039","Harish","Parmar","Harish Parmar","Male","1962-07-19","Single","HR Manager","7222805","9892153498","harish.parmar778@gmail.com","H.No. 58
De Zila","Thiruvananthapuram","Kerala","855056","India","ZKWES6634P","033176849556","2020-07-04","Medium","Verified","Active"
"7040","CUST007040","Jeet","Pradhan","Jeet Pradhan","Male","2001-07-09","Married","HR Manager","656215","9645391769","jeet.pradhan915@gmail.com","H.No. 678, Kapadia Chowk","Amritsar","Punjab","110734","India","SSWBP2188V","610631801155","2014-07-06","Low","Verified","Active"
"7041","CUST007041","Manan","Mahal","Manan Mahal","Other","1969-07-17","Single","Nurse","1075398","9542943325","manan.mahal905@gmail.com","H.No. 11
Comar Chowk","Ghaziabad","Uttar Pradesh","938630","India","QZBXU3727R","492952543492","2015-07-06","High","Verified","Active"
"7042","CUST007042","Yashasvi","Pathak","Yashasvi Pathak","Female","2002-07-09","Married","Sales Executive","210809","9747536382","yashasvi.pathak568@gmail.com","59/298, Vig Street","Ghaziabad","Uttar Pradesh","228161","India","UZFWG5086T","361910534189","2021-07-04","Low","Verified","Active"
"7043","CUST007043","Zinal","Gala","Zinal Gala","Female","1964-07-18","Married","Retired","405044","9754689982","zinal.gala875@gmail.com","294, Mall Zila","Thiruvananthapuram","Kerala","007851","India","DQZUR7433L","032447466214","2024-07-03","Low","Verified","Active"
"7044","CUST007044","Yutika","Cherian","Yutika Cherian","Female","1986-07-13","Married","Mechanical Engineer","1764231","9807435907","yutika.cherian315@gmail.com","77/504
Chopra Zila","Bengaluru","Karnataka","507831","India","QANVE3119H","676378669951","2022-07-04","Low","Verified","Active"
"7045","CUST007045","Harinakshi","Rana","Harinakshi Rana","Female","2005-07-08","Married","Police Officer","329958","9908494167","harinakshi.rana613@gmail.com","396, Subramaniam Marg","Guwahati","Assam","936317","India","QNOCB7767D","056933783494","2025-07-03","Low","Verified","Active"
"7046","CUST007046","Tejas","Bhandari","Tejas Bhandari","Male","1974-07-16","Married","Software Engineer","508034","9934986750","tejas.bhandari159@gmail.com","39/005, Dugar Street","Thiruvananthapuram","Kerala","892412","India","YCRDD2769P","632713909774","2017-07-05","Low","Verified","Active"
