account_id,account_number,customer_id,account_type_id,branch_id,opening_date,current_balance,available_balance,account_status,currency,nominee_registered,internet_banking,mobile_banking,debit_card,cheque_book,last_transaction_date,average_monthly_balance,interest_rate,account_rating
12363,449998456419,9204,1,72,2014-07-05,3835,2511,Active,INR,Yes,No,Yes,Yes,Yes,2026-03-14,2802.75,3.5,Good
12364,871831295144,9205,2,7,2016-07-04,48290,46835,Active,INR,Yes,Yes,No,Yes,Yes,2026-03-27,36635.12,0.0,Good
12365,138595682993,9206,1,15,2026-07-02,105353,103800,Active,INR,Yes,Yes,No,Yes,Yes,2026-05-28,97568.73,3.5,Good
12366,608758921874,9206,1,46,2012-07-05,5432,2595,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-25,4938.88,3.5,Good
12367,963871499606,9206,1,12,2025-07-02,39350,37406,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-24,33283.57,3.5,Good
12368,801561830778,9207,1,23,2018-07-04,34701,32879,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-22,25138.9,3.5,Average
12369,963224636533,9207,10,69,2024-07-02,35481,33790,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-18,32872.0,3.5,Good
12370,110989684048,9208,1,96,2016-07-04,9206,8902,Active,INR,Yes,Yes,Yes,No,No,2026-03-13,8193.07,3.5,Good
12371,875380438770,9208,8,93,2018-07-04,27502,23087,Active,INR,Yes,No,Yes,Yes,No,2026-05-06,26483.25,3.5,Poor
12372,671137334119,9208,1,9,2022-07-03,995784,994249,Active,INR,No,No,No,Yes,Yes,2026-03-07,951126.19,3.5,Poor
12373,860685253426,9209,1,53,2015-07-05,49814,48827,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-09,45282.04,3.5,Average
12374,190842898473,9210,1,1,2023-07-03,181358,178734,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-13,193955.15,3.5,Average
12375,568189451693,9211,3,79,2015-07-05,7123,4195,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-20,5558.43,3.0,Good
12376,885070505805,9212,1,98,2022-07-03,4538280,4535553,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-13,3584352.12,3.5,Good
12377,803485280955,9213,1,67,2023-07-03,19589,18729,Frozen,INR,Yes,Yes,Yes,Yes,Yes,2026-06-25,20621.65,3.5,Good
12378,884644986004,9214,4,73,2025-07-02,297880,296449,Active,INR,No,Yes,Yes,Yes,Yes,2026-05-27,236778.31,6.75,Average
12379,509252127338,9215,1,88,2013-07-05,50926,48906,Active,INR,Yes,No,Yes,Yes,Yes,2026-03-11,43261.33,3.5,Excellent
12380,602827216188,9215,3,77,2014-07-05,189383,188840,Active,INR,No,Yes,No,Yes,Yes,2026-06-14,148181.45,3.0,Good
12381,979618404613,9216,1,28,2025-07-02,73636,72904,Active,INR,Yes,No,Yes,No,Yes,2026-04-20,70327.89,3.5,Excellent
12382,374777690262,9216,1,64,2017-07-04,22499,18982,Active,INR,Yes,Yes,No,Yes,Yes,2026-01-16,20222.3,3.5,Good
12383,849680447910,9217,1,37,2014-07-05,31690,28110,Active,INR,Yes,No,No,Yes,Yes,2026-03-22,25304.1,3.5,Poor
12384,358406258456,9218,1,18,2013-07-05,32242,29646,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-21,28395.96,3.5,Good
12385,528195569936,9219,2,23,2017-07-04,436215,435185,Active,INR,Yes,Yes,Yes,Yes,No,2026-03-28,379056.24,0.0,Good
12386,729862240683,9220,1,84,2024-07-02,183097,179284,Active,INR,Yes,No,Yes,Yes,No,2026-04-29,149805.89,3.5,Average
12387,458393303859,9221,1,4,2017-07-04,42952,40933,Active,INR,Yes,Yes,No,Yes,Yes,2026-04-20,33398.01,3.5,Average
12388,776973759207,9222,3,4,2012-07-05,69954,67004,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-12,55032.35,3.0,Good
12389,553096159283,9223,2,67,2016-07-04,182379,181794,Active,INR,Yes,No,Yes,Yes,Yes,2026-03-06,162149.32,0.0,Good
12390,675970387389,9223,2,31,2026-07-02,156760,152798,Active,INR,Yes,Yes,Yes,No,Yes,2026-03-13,142720.15,0.0,Excellent
12391,671491012101,9224,3,53,2020-07-03,456069,453062,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-30,480256.5,3.0,Average
12392,157162680331,9225,2,83,2017-07-04,31861,30147,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-06,33336.25,0.0,Good
12393,969174315116,9225,1,22,2012-07-05,27445,24914,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-24,21290.38,3.5,Good
12394,741446296280,9226,1,67,2014-07-05,10648,10618,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-24,10722.3,3.5,Good
12395,790975665240,9226,8,24,2014-07-05,7591,6396,Active,INR,Yes,No,No,Yes,Yes,2026-04-25,6409.46,3.5,Average
12396,220709262561,9227,5,23,2024-07-02,160204,157534,Active,INR,Yes,No,No,Yes,Yes,2026-04-26,141445.77,6.25,Good
12397,208507899632,9228,1,5,2020-07-03,11647,7664,Active,INR,Yes,No,Yes,Yes,Yes,2026-06-20,12627.13,3.5,Good
12398,460075751569,9229,1,48,2017-07-04,688997,685886,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-24,502634.38,3.5,Average
12399,624306505185,9230,1,77,2014-07-05,39988,36913,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-03-18,31603.9,3.5,Average
12400,704636386430,9230,1,15,2022-07-03,353350,349620,Active,INR,Yes,No,Yes,Yes,Yes,2026-02-20,325002.73,3.5,Excellent
12401,917948912389,9231,1,18,2013-07-05,45679,42871,Closed,INR,Yes,Yes,Yes,Yes,Yes,2026-03-08,44929.56,3.5,Good
12402,467112612250,9232,5,34,2020-07-03,34238,31587,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-18,31207.59,6.25,Good
12403,997272723068,9233,1,64,2019-07-04,35954,35756,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-13,33927.51,3.5,Average
12404,403563734922,9233,1,7,2016-07-04,753660,750154,Active,INR,Yes,Yes,Yes,Yes,No,2026-05-15,660572.91,3.5,Good
12405,502836080921,9234,3,28,2012-07-05,50746,46476,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-30,52036.25,3.0,Average
12406,870632699659,9235,1,38,2016-07-04,136635,136288,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-27,114315.7,3.5,Excellent
12407,784224026528,9236,2,1,2019-07-04,11823,9940,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-25,10523.93,0.0,Average
12408,177926452030,9236,1,100,2026-07-02,830449,828848,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-04,794105.23,3.5,Good
12409,929744386702,9237,3,87,2018-07-04,87559,87018,Active,INR,Yes,Yes,Yes,Yes,No,2026-01-12,80735.0,3.0,Excellent
12410,348335397631,9238,3,83,2017-07-04,428058,424587,Active,INR,Yes,No,Yes,Yes,No,2026-01-28,330269.67,3.0,Average
12411,276473067370,9239,2,51,2024-07-02,364094,360416,Dormant,INR,Yes,No,Yes,Yes,No,2026-05-03,327586.29,0.0,Good
12412,602944826043,9240,3,70,2020-07-03,23776,18995,Closed,INR,Yes,No,Yes,Yes,No,2026-03-23,20688.3,3.0,Average
12413,189804529273,9241,1,16,2015-07-05,36378,34825,Active,INR,Yes,Yes,No,Yes,No,2026-06-28,25976.7,3.5,Good
12414,737062854796,9242,2,46,2021-07-03,32215,27791,Active,INR,Yes,No,Yes,Yes,Yes,2026-05-07,23338.59,0.0,Average
12415,241580669087,9243,2,18,2024-07-02,5412,2338,Active,INR,Yes,No,Yes,Yes,No,2026-02-06,4383.1,0.0,Good
12416,807657923166,9244,1,59,2015-07-05,578455,576826,Active,INR,Yes,No,Yes,Yes,No,2026-04-10,526802.63,3.5,Average
12417,230133780532,9244,3,35,2012-07-05,698424,697012,Active,INR,Yes,Yes,Yes,Yes,No,2026-06-25,701711.27,3.0,Poor
12418,622062766682,9245,1,20,2012-07-05,153245,152778,Active,INR,Yes,No,Yes,Yes,Yes,2026-03-19,107806.63,3.5,Good
12419,466528143430,9246,5,55,2014-07-05,70189,68450,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-27,70048.49,6.25,Good
12420,883200728154,9247,1,79,2024-07-02,4145,2963,Active,INR,Yes,No,Yes,Yes,No,2026-04-18,3379.96,3.5,Good
12421,681979621271,9247,1,58,2019-07-04,623271,621595,Active,INR,Yes,No,Yes,Yes,No,2026-04-02,675518.99,3.5,Average
12422,394219344807,9248,1,70,2013-07-05,137860,135216,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-03-22,142183.74,3.5,Excellent
12423,796288437521,9249,1,45,2026-07-02,4404356,4403582,Active,INR,Yes,Yes,Yes,Yes,No,2026-03-12,4102603.63,3.5,Average
12424,750974200047,9250,1,66,2023-07-03,33826,33279,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-20,37109.19,3.5,Average
12425,732234119173,9251,1,90,2017-07-04,112859,108007,Active,INR,Yes,Yes,Yes,Yes,No,2026-03-07,98674.15,3.5,Good
12426,632229757666,9251,2,98,2011-07-06,18113,14974,Active,INR,Yes,No,Yes,Yes,Yes,2026-02-04,18595.51,0.0,Good
12427,189192050497,9252,1,43,2022-07-03,43923,40098,Active,INR,Yes,Yes,Yes,No,No,2026-05-27,47309.72,3.5,Excellent
12428,434178968948,9252,4,76,2020-07-03,320636,318507,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-05,281387.68,6.75,Good
12429,486529869556,9253,1,94,2012-07-05,978471,977612,Active,INR,Yes,Yes,Yes,Yes,No,2026-05-01,758150.81,3.5,Excellent
12430,864858704648,9254,1,44,2026-07-02,77561,75206,Active,INR,No,Yes,Yes,Yes,Yes,2026-05-25,67974.74,3.5,Poor
12431,411912645044,9255,2,92,2023-07-03,817209,814500,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-15,657333.38,0.0,Excellent
12432,519483981113,9255,1,81,2025-07-02,46064,44729,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-18,39861.3,3.5,Good
12433,600950675843,9256,10,28,2012-07-05,198246,194083,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-03-09,182331.46,3.5,Good
12434,602741336946,9256,1,98,2020-07-03,196265,195828,Active,INR,Yes,No,Yes,Yes,No,2026-05-12,199045.24,3.5,Average
12435,631432826185,9257,3,45,2017-07-04,98628,96807,Active,INR,Yes,No,No,Yes,Yes,2026-01-29,97064.72,3.0,Average
12436,187116420248,9257,1,67,2019-07-04,789212,787652,Active,INR,Yes,Yes,Yes,Yes,No,2026-02-14,582943.23,3.5,Good
12437,461181053389,9257,1,54,2014-07-05,25331,21317,Active,INR,Yes,Yes,Yes,Yes,No,2026-03-29,26641.58,3.5,Good
12438,327358888500,9258,1,61,2012-07-05,4855,4100,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-15,4766.29,3.5,Poor
12439,492040777024,9259,3,23,2017-07-04,3674308,3673143,Frozen,INR,Yes,Yes,Yes,Yes,Yes,2026-05-10,2850895.71,3.0,Poor
12440,393179199453,9260,1,58,2025-07-02,2916,-1302,Active,INR,Yes,Yes,No,Yes,Yes,2026-02-08,2536.51,3.5,Good
12441,691466127855,9261,1,14,2023-07-03,438583,434574,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-05,480424.48,3.5,Average
12442,467593572934,9262,1,70,2015-07-05,2738351,2737964,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-17,2636088.85,3.5,Average
12443,410123224548,9263,3,82,2013-07-05,2150683,2150013,Active,INR,No,Yes,Yes,Yes,Yes,2026-01-23,1778675.41,3.0,Excellent
12444,696205862372,9263,1,25,2019-07-04,138120,136963,Active,INR,Yes,Yes,Yes,Yes,No,2026-03-02,128827.9,3.5,Average
12445,426134212141,9264,2,31,2024-07-02,43321,41468,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-28,40815.17,0.0,Good
12446,972249247298,9265,3,41,2025-07-02,47518,46238,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-03,34798.41,3.0,Average
12447,284457911096,9266,1,56,2017-07-04,707940,707193,Dormant,INR,Yes,No,No,Yes,Yes,2026-02-06,674704.22,3.5,Good
12448,831500198188,9267,1,93,2025-07-02,17280,16839,Active,INR,Yes,Yes,Yes,Yes,No,2026-01-08,15603.36,3.5,Poor
12449,927337292938,9268,1,66,2020-07-03,8431,5811,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-07-01,8342.51,3.5,Good
12450,731625634482,9269,3,90,2019-07-04,35412,32484,Active,INR,Yes,No,No,Yes,Yes,2026-05-20,38828.13,3.0,Average
12451,128243102794,9270,1,82,2024-07-02,332083,329595,Active,INR,No,No,Yes,Yes,No,2026-03-13,304175.69,3.5,Good
12452,536186416122,9271,1,35,2017-07-04,729031,726905,Active,INR,Yes,No,Yes,Yes,Yes,2026-02-19,740698.67,3.5,Poor
12453,263027655302,9272,3,46,2025-07-02,1348077,1345920,Active,INR,Yes,Yes,Yes,Yes,No,2026-06-03,1308977.29,3.0,Good
12454,761667456668,9273,1,28,2018-07-04,19567,14735,Active,INR,Yes,Yes,Yes,Yes,No,2026-01-21,17082.29,3.5,Excellent
12455,370407275074,9273,2,50,2024-07-02,43534,39280,Active,INR,Yes,No,Yes,Yes,No,2026-05-31,46911.42,0.0,Poor
12456,603509981075,9274,1,16,2011-07-06,181210,177639,Active,INR,Yes,No,Yes,Yes,Yes,2026-02-26,155335.84,3.5,Excellent
12457,924332809278,9275,3,16,2021-07-03,3981147,3976608,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-03-04,4227837.1,3.0,Good
12458,886122755467,9275,1,42,2012-07-05,507706,505978,Active,INR,Yes,Yes,Yes,No,Yes,2026-05-01,444572.06,3.5,Average
12459,809260473731,9276,1,17,2017-07-04,348,-3369,Active,INR,Yes,Yes,No,Yes,No,2026-06-01,343.09,3.5,Good
12460,259032156272,9277,3,79,2019-07-04,327294,326035,Active,INR,Yes,No,No,Yes,Yes,2026-04-06,310462.85,3.0,Excellent
12461,944101469981,9278,3,68,2012-07-05,58029,53254,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-22,57601.27,3.0,Good
12462,719568524653,9278,3,23,2018-07-04,134543,133035,Active,INR,Yes,No,Yes,No,No,2026-05-19,146054.81,3.0,Average
12463,868301787426,9279,1,86,2025-07-02,206974,204245,Active,INR,No,Yes,No,Yes,No,2026-05-25,221999.47,3.5,Average
12464,182239909672,9279,1,86,2011-07-06,85309,80716,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-02,66101.96,3.5,Average
12465,836103252219,9279,1,80,2021-07-03,64817,60398,Active,INR,Yes,Yes,No,Yes,Yes,2026-03-05,62393.01,3.5,Good
12466,861184994166,9280,1,46,2013-07-05,159020,157127,Active,INR,No,Yes,Yes,Yes,Yes,2026-05-19,133213.18,3.5,Good
12467,683418989380,9281,1,94,2018-07-04,116664,112928,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-03-15,89334.89,3.5,Good
12468,103356707745,9282,1,68,2016-07-04,36913,32742,Active,INR,No,Yes,Yes,Yes,Yes,2026-02-21,29870.4,3.5,Average
12469,843930148531,9283,1,42,2018-07-04,290928,289941,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-28,231923.85,3.5,Good
12470,456683210679,9284,2,59,2024-07-02,35660,34726,Active,INR,Yes,Yes,Yes,Yes,No,2026-06-02,25109.44,0.0,Good
12471,933780970485,9285,1,70,2024-07-02,56824,56559,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-24,58391.67,3.5,Average
12472,707363236071,9286,1,77,2018-07-04,30376,28360,Active,INR,Yes,No,Yes,Yes,Yes,2026-06-02,29378.3,3.5,Poor
12473,541152769721,9287,1,10,2012-07-05,926,-2887,Dormant,INR,Yes,Yes,Yes,Yes,Yes,2026-02-28,961.23,3.5,Excellent
12474,652960498755,9288,1,37,2019-07-04,197,-3181,Dormant,INR,No,Yes,Yes,Yes,Yes,2026-04-27,162.95,3.5,Good
12475,385654429182,9288,1,61,2021-07-03,755330,750632,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-28,747771.37,3.5,Good
12476,121585811444,9289,1,35,2019-07-04,42214,38192,Active,INR,No,Yes,Yes,Yes,Yes,2026-04-19,34469.86,3.5,Good
12477,786837287526,9290,1,55,2011-07-06,10658,7687,Dormant,INR,Yes,No,Yes,Yes,Yes,2026-03-21,8343.86,3.5,Excellent
12478,521817407168,9290,1,26,2013-07-05,52193,48375,Active,INR,Yes,Yes,Yes,Yes,No,2026-05-16,51812.95,3.5,Good
12479,544404677984,9290,1,62,2018-07-04,24510,23531,Active,INR,Yes,Yes,No,Yes,Yes,2026-06-24,23840.13,3.5,Good
12480,844598169531,9291,1,73,2017-07-04,136646,133729,Active,INR,Yes,Yes,Yes,Yes,No,2026-03-21,114197.77,3.5,Excellent
12481,562525576096,9292,1,74,2012-07-05,4172,1662,Active,INR,Yes,No,Yes,Yes,Yes,2026-01-06,3296.69,3.5,Good
12482,860953283986,9293,3,95,2017-07-04,36210,33649,Active,INR,No,Yes,Yes,Yes,No,2026-04-23,30787.33,3.0,Excellent
12483,278738036145,9293,2,71,2016-07-04,85689,84204,Dormant,INR,Yes,Yes,Yes,Yes,No,2026-01-08,87886.74,0.0,Average
12484,935249005438,9294,3,56,2026-07-02,2944,1504,Active,INR,Yes,Yes,No,No,Yes,2026-03-17,3206.8,3.0,Average
12485,241514871604,9295,3,39,2026-07-02,45860,41520,Active,INR,Yes,Yes,No,Yes,No,2026-06-21,35344.14,3.0,Poor
12486,324629901038,9296,1,22,2013-07-05,804213,799333,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-22,751664.6,3.5,Good
12487,101210508676,9297,1,94,2023-07-03,25689,24260,Active,INR,Yes,No,Yes,Yes,Yes,2026-06-16,20467.53,3.5,Excellent
12488,531181296823,9298,1,98,2014-07-05,32246,29413,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-09,28910.3,3.5,Good
12489,875308913953,9299,9,18,2021-07-03,137821,133060,Active,INR,Yes,Yes,No,Yes,No,2026-02-17,103898.02,4.0,Excellent
12490,392039818066,9300,8,36,2024-07-02,184896,181572,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-08,170899.21,3.5,Good
12491,894387222732,9301,3,64,2021-07-03,174068,169877,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-28,132145.07,3.0,Excellent
12492,951841004968,9301,1,1,2018-07-04,231921,227010,Active,INR,Yes,Yes,No,Yes,No,2026-04-02,164126.61,3.5,Average
12493,709754404973,9301,1,12,2018-07-04,1878134,1874417,Active,INR,No,Yes,Yes,Yes,Yes,2026-06-10,1704159.85,3.5,Average
12494,768654257129,9302,2,76,2012-07-05,871618,868500,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-07,742290.01,0.0,Average
12495,958327400082,9302,3,74,2019-07-04,34583,32452,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-05,24850.41,3.0,Good
12496,276385640055,9303,3,68,2019-07-04,172608,169947,Active,INR,No,No,No,Yes,Yes,2026-05-12,154934.57,3.0,Average
12497,701927604434,9304,3,56,2022-07-03,14095,13583,Active,INR,Yes,Yes,Yes,Yes,No,2026-01-30,12784.25,3.0,Average
12498,609986096953,9305,1,41,2019-07-04,186534,184323,Active,INR,No,Yes,Yes,Yes,Yes,2026-05-23,169348.12,3.5,Good
12499,357416189342,9306,1,97,2020-07-03,184798,183015,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-11,200875.33,3.5,Average
12500,617857684690,9307,3,81,2018-07-04,45888,44203,Active,INR,Yes,Yes,Yes,Yes,No,2026-03-11,49879.21,3.0,Average
12501,860850059236,9308,4,73,2019-07-04,1633325,1629881,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-28,1399862.24,6.75,Good
12502,746757385823,9309,2,2,2026-07-02,87844,86718,Closed,INR,Yes,Yes,Yes,Yes,No,2026-02-11,67725.83,0.0,Good
12503,859949711997,9310,2,29,2021-07-03,753889,752609,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-03-23,715262.97,0.0,Good
12504,467261914497,9311,1,64,2015-07-05,1205,1035,Active,INR,Yes,Yes,Yes,Yes,No,2026-01-31,1047.28,3.5,Excellent
12505,192957294372,9312,2,39,2023-07-03,142376,141695,Active,INR,No,Yes,No,Yes,Yes,2026-02-15,107142.81,0.0,Good
12506,224124427860,9313,2,47,2016-07-04,69975,69025,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-29,76867.23,0.0,Good
12507,636534982241,9314,2,27,2022-07-03,338867,335131,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-28,367906.48,0.0,Good
12508,397013548606,9315,1,91,2011-07-06,46724,44493,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-08,36498.16,3.5,Good
12509,494048914513,9315,1,77,2020-07-03,854560,852374,Active,INR,Yes,Yes,Yes,Yes,No,2026-05-08,828294.17,3.5,Good
12510,574069106768,9316,4,56,2012-07-05,14711,13936,Active,INR,Yes,No,Yes,Yes,Yes,2026-01-03,15351.49,6.75,Average
12511,603287079549,9317,1,87,2012-07-05,194397,193098,Active,INR,Yes,No,Yes,Yes,Yes,2026-02-22,163909.22,3.5,Good
12512,794047515374,9318,1,28,2016-07-04,33588,29808,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-28,28517.21,3.5,Good
12513,601511259835,9319,1,59,2020-07-03,2496175,2492057,Active,INR,Yes,Yes,Yes,Yes,No,2026-03-27,1869352.24,3.5,Average
12514,397496155721,9320,5,20,2012-07-05,34343,33256,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-26,34559.38,6.25,Good
12515,735802082648,9321,1,61,2025-07-02,27054,22255,Frozen,INR,Yes,Yes,Yes,Yes,No,2026-01-11,26666.82,3.5,Average
12516,684548885616,9322,3,93,2022-07-03,705,-1676,Active,INR,Yes,No,Yes,Yes,No,2026-06-05,726.11,3.0,Average
12517,701117685609,9323,2,62,2026-07-02,389796,388017,Active,INR,Yes,No,Yes,Yes,Yes,2026-02-08,345583.01,0.0,Poor
12518,195178725164,9323,5,78,2022-07-03,2001026,1997305,Active,INR,Yes,Yes,No,Yes,Yes,2026-02-27,1761513.9,6.25,Poor
12519,723954939742,9324,3,34,2017-07-04,2761,2187,Active,INR,Yes,No,Yes,Yes,Yes,2026-01-18,2348.7,3.0,Good
12520,517359152255,9325,1,32,2021-07-03,1755,-1863,Active,INR,Yes,No,No,Yes,No,2026-03-03,1635.61,3.5,Good
12521,284855174415,9326,1,29,2013-07-05,16146,15508,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-05,16043.76,3.5,Average
12522,819854346682,9326,1,21,2022-07-03,47300,43730,Active,INR,Yes,Yes,Yes,No,Yes,2026-02-28,49194.22,3.5,Poor
12523,480787728706,9327,5,80,2025-07-02,8118,4974,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-10,8608.38,6.25,Good
12524,806131111583,9327,1,77,2026-07-02,325378,320531,Active,INR,Yes,No,Yes,Yes,No,2026-01-25,321276.96,3.5,Good
12525,307073489817,9327,3,35,2012-07-05,74670,74394,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-17,59809.05,3.0,Excellent
12526,373938733665,9328,3,48,2013-07-05,520842,517410,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-14,466312.92,3.0,Good
12527,928165271692,9329,1,56,2016-07-04,192663,190510,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-11,206637.93,3.5,Average
12528,770372040190,9330,3,38,2024-07-02,36431,34867,Active,INR,Yes,No,Yes,Yes,Yes,2026-03-04,29886.72,3.0,Excellent
12529,304298967627,9331,1,33,2021-07-03,77149,76392,Active,INR,Yes,No,Yes,Yes,No,2026-03-17,77178.79,3.5,Good
12530,492130834333,9332,2,90,2012-07-05,135979,131408,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-03,123044.73,0.0,Good
12531,554501772224,9333,3,24,2026-07-02,2182,250,Active,INR,Yes,Yes,Yes,Yes,No,2026-03-17,2162.34,3.0,Poor
12532,940286076404,9333,1,21,2013-07-05,34075,33006,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-01,31607.67,3.5,Average
12533,212162030988,9334,1,52,2018-07-04,20071,18098,Active,INR,No,Yes,Yes,Yes,No,2026-05-02,16364.46,3.5,Good
12534,949544161980,9334,1,51,2019-07-04,4850841,4850557,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-26,4066805.03,3.5,Excellent
12535,500984579667,9335,3,88,2025-07-02,98179,97073,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-18,82535.08,3.0,Good
12536,899328635841,9335,1,29,2025-07-02,26903,25261,Active,INR,Yes,No,Yes,Yes,No,2026-03-20,19700.58,3.5,Good
12537,546292745666,9336,3,52,2021-07-03,1826398,1823300,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-15,1944240.15,3.0,Good
12538,357116158496,9337,2,30,2015-07-05,9187,7157,Active,INR,Yes,Yes,Yes,Yes,No,2026-03-19,9683.65,0.0,Average
12539,488966796591,9338,1,36,2017-07-04,47284,44430,Active,INR,Yes,No,No,Yes,Yes,2026-03-05,43303.03,3.5,Good
12540,401393464072,9339,1,85,2021-07-03,3279541,3277480,Active,INR,Yes,No,Yes,Yes,No,2026-01-04,3146110.13,3.5,Poor
12541,789066690142,9340,1,66,2019-07-04,56833,53980,Active,INR,Yes,No,No,Yes,Yes,2026-06-10,44819.29,3.5,Good
12542,345434521624,9341,1,35,2011-07-06,56936,54277,Active,INR,Yes,Yes,No,Yes,Yes,2026-06-08,57883.35,3.5,Good
12543,504369255942,9342,4,16,2016-07-04,242,-3321,Dormant,INR,Yes,No,Yes,Yes,Yes,2026-04-19,196.72,6.75,Good
12544,222413577751,9343,2,47,2020-07-03,221583,221546,Active,INR,Yes,Yes,Yes,Yes,No,2026-04-29,241001.75,0.0,Excellent
12545,836498017508,9344,1,82,2025-07-02,153726,152241,Active,INR,Yes,Yes,Yes,Yes,No,2026-04-03,167653.57,3.5,Average
12546,816132019599,9344,2,93,2021-07-03,429897,426845,Active,INR,Yes,Yes,Yes,Yes,No,2026-05-09,442441.55,0.0,Good
12547,740507795521,9345,5,82,2012-07-05,1635920,1632645,Dormant,INR,Yes,Yes,Yes,Yes,Yes,2026-04-02,1511235.18,6.25,Good
12548,511145144333,9346,1,97,2024-07-02,174115,172904,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-03-28,176247.6,3.5,Poor
12549,909247126225,9347,1,74,2012-07-05,3038001,3036593,Active,INR,Yes,No,Yes,Yes,Yes,2026-06-28,3302419.8,3.5,Good
12550,366902758102,9347,1,84,2018-07-04,57853,57680,Active,INR,Yes,Yes,Yes,Yes,No,2026-03-04,49051.18,3.5,Excellent
12551,521524306396,9348,2,45,2011-07-06,8179,5329,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-06,5938.96,0.0,Average
12552,428995781179,9348,10,71,2024-07-02,18153,17036,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-26,17157.23,3.5,Good
12553,694519509844,9349,1,21,2015-07-05,323342,318777,Active,INR,Yes,No,Yes,Yes,Yes,2026-05-28,240020.76,3.5,Good
12554,630840613462,9349,4,41,2025-07-02,161056,157733,Active,INR,Yes,No,Yes,No,Yes,2026-06-17,146420.52,6.75,Average
12555,820189754443,9350,1,42,2025-07-02,100670,99856,Active,INR,Yes,No,Yes,Yes,No,2026-03-02,87416.09,3.5,Good
