beneficiary_id,beneficiary_code,account_id,beneficiary_name,beneficiary_bank,beneficiary_account_number,ifsc_code,relationship,beneficiary_type,city,state,mobile_number,email,added_date,status
28846,BEN691805,15983,Ethan Khalsa,IDFC FIRST Bank,697843560237,BKAI806247,Self,External,Deoghar,Assam,0859979931,ethan.khalsa@gmail.com,2017-09-19,Active
28847,BEN739905,15983,Frederick Loke,BankAI,807321317328,BKAI898597,Friend,Internal,Phusro,Sikkim,8996393126,frederick.loke@gmail.com,2020-09-22,Active
28848,BEN342293,15984,Onkar Kapoor,Canara Bank,934526901387,BKAI602189,Brother,External,Naihati,Sikkim,1661251079,onkar.kapoor@gmail.com,2025-01-24,Active
28849,BEN647793,15984,Krishna Gopal,Bank of Baroda,659419521966,BKAI715917,Self,External,Parbhani,Tripura,2784410413,krishna.gopal@gmail.com,2018-06-22,Active
28850,BEN746782,15984,Ekanta Patel,Indian Bank,199593965628,BKAI174408,Friend,External,Kozhikode,Rajasthan,0923890605,ekanta.patel@gmail.com,2017-03-23,Active
28851,BEN170476,15985,Brijesh Sha,Yes Bank,199073327934,BKAI410813,Friend,External,Guntakal,Uttar Pradesh,6853525007,brijesh.sha@gmail.com,2025-08-27,Active
28852,BEN729577,15985,Hamsini Morar,Punjab National Bank,886584436143,BKAI503634,Friend,External,Dehri,Gujarat,9598605864,hamsini.morar@gmail.com,2025-09-07,Active
28853,BEN126302,15986,Pahal Choudhury,Yes Bank,511778555051,BKAI924368,Employer,External,Ichalkaranji,Andhra Pradesh,8397517055,pahal.choudhury@gmail.com,2019-10-11,Active
28854,BEN203435,15986,Yug Dugar,BankAI,614844180400,BKAI505879,Spouse,Internal,Naihati,Goa,3749161959,yug.dugar@gmail.com,2019-05-02,Active
28855,BEN333458,15987,Gunbir Chadha,BankAI,291509980168,BKAI382883,Spouse,Internal,Hindupur,Manipur,1072951890,gunbir.chadha@gmail.com,2025-01-27,Active
28856,BEN397753,15987,Yutika Mannan,IDFC FIRST Bank,602526599695,BKAI421273,Brother,External,Imphal,Chhattisgarh,0191489271,yutika.mannan@gmail.com,2024-11-18,Active
28857,BEN792881,15988,Ekapad Zacharia,BankAI,949306128462,BKAI895690,Brother,Internal,Chandrapur,Uttar Pradesh,9337200744,ekapad.zacharia@gmail.com,2017-03-19,Active
28858,BEN849619,15988,Aachal Chacko,IndusInd Bank,205061112595,BKAI737740,Sister,External,Jhansi,Maharashtra,3316041936,aachal.chacko@gmail.com,2018-03-01,Active
28859,BEN944361,15988,Krish Morar,IndusInd Bank,388745922744,BKAI412922,Self,External,Kishanganj,Uttarakhand,9493439633,krish.morar@gmail.com,2017-06-10,Active
28860,BEN943582,15989,Caleb Khosla,BankAI,695023449545,BKAI519993,Friend,Internal,Ahmedabad,Bihar,5111985017,caleb.khosla@gmail.com,2023-04-25,Active
28861,BEN380391,15989,Nathan Taneja,BankAI,540939607608,BKAI271029,Employer,Internal,Haldia,Punjab,4500153713,nathan.taneja@gmail.com,2024-10-02,Active
28862,BEN471384,15990,Gautam Bose,ICICI Bank,472158707702,BKAI975702,Father,External,Coimbatore,Mizoram,5050015160,gautam.bose@gmail.com,2018-05-18,Active
28863,BEN924110,15990,Viraj Sampath,BankAI,796036527116,BKAI383666,Brother,Internal,Haldia,Nagaland,5008003871,viraj.sampath@gmail.com,2023-12-03,Active
28864,BEN222147,15990,Theodore Arora,Union Bank of India,645846397927,BKAI541848,Brother,External,Ghaziabad,Himachal Pradesh,8454978733,theodore.arora@gmail.com,2024-05-02,Active
28865,BEN736623,15992,Pavani Muni,State Bank of India,995026884500,BKAI669302,Friend,External,Aurangabad,Mizoram,3024428739,pavani.muni@gmail.com,2020-11-09,Active
28866,BEN177688,15992,Aarna Kamdar,BankAI,562974401738,BKAI558982,Father,Internal,Buxar,Uttarakhand,0617571234,aarna.kamdar@gmail.com,2016-09-03,Active
28867,BEN157026,15992,Dayamai Patil,BankAI,348335951088,BKAI993641,Other,Internal,Baranagar,Manipur,0159914429,dayamai.patil@gmail.com,2024-08-09,Active
28868,BEN393358,15993,Mugdha Kapur,Axis Bank,896021294318,BKAI124935,Self,External,Dewas,Andhra Pradesh,9817663093,mugdha.kapur@gmail.com,2024-01-02,Active
28869,BEN676221,15994,Vanya Bhattacharyya,IndusInd Bank,115712671724,BKAI211324,Business Partner,External,Bhubaneswar,Karnataka,8679858638,vanya.bhattacharyya@gmail.com,2025-09-10,Active
28870,BEN329490,15994,Oni Dugal,BankAI,139154541903,BKAI887754,Friend,Internal,Tirunelveli,Telangana,8552845763,oni.dugal@gmail.com,2024-12-12,Active
28871,BEN937933,15995,Sachi Kalla,Axis Bank,211673707402,BKAI661890,Spouse,External,Arrah,Chhattisgarh,3070821424,sachi.kalla@gmail.com,2019-04-27,Active
28872,BEN507365,15995,Niharika Ramaswamy,Union Bank of India,461898365037,BKAI537846,Friend,External,Haldia,Rajasthan,1690169793,niharika.ramaswamy@gmail.com,2019-05-27,Active
28873,BEN713009,15995,Finn Bawa,Indian Bank,821032751266,BKAI452378,Father,External,Jabalpur,Jharkhand,7233362589,finn.bawa@gmail.com,2021-04-29,Active
28874,BEN207291,15995,Falguni Dixit,Bandhan Bank,222518013245,BKAI479710,Friend,External,Aligarh,Maharashtra,0350190344,falguni.dixit@gmail.com,2025-06-10,Active
28875,BEN819011,15996,Neelima Vaidya,AU Small Finance Bank,720571932545,BKAI764618,Employee,External,Jaipur,West Bengal,5539790546,neelima.vaidya@gmail.com,2022-11-05,Active
28876,BEN217400,15996,Yashvi Lall,IDFC FIRST Bank,128724859615,BKAI702268,Father,External,Raipur,Punjab,7421461708,yashvi.lall@gmail.com,2020-03-21,Active
28877,BEN727317,15997,Mason Pai,Bank of Baroda,715018012860,BKAI806235,Self,External,Bhiwani,Uttar Pradesh,9320497710,mason.pai@gmail.com,2017-11-30,Active
28878,BEN599185,15997,Balhaar Dayal,BankAI,558438552418,BKAI505079,Friend,Internal,Kirari Suleman Nagar,Mizoram,4101505203,balhaar.dayal@gmail.com,2024-06-18,Active
28879,BEN608106,15997,Tanmayi Khosla,BankAI,852895883613,BKAI876709,Self,Internal,Machilipatnam,Madhya Pradesh,6565175095,tanmayi.khosla@gmail.com,2020-09-29,Active
28880,BEN716947,15997,Lakshit Sethi,Canara Bank,108194595691,BKAI257745,Father,External,Bhilai,Uttar Pradesh,8507501550,lakshit.sethi@gmail.com,2022-09-16,Active
28881,BEN695114,15998,Diya Khanna,Axis Bank,976295002647,BKAI112376,Employee,External,Srikakulam,Manipur,1106181311,diya.khanna@gmail.com,2025-06-08,Active
28882,BEN301963,15998,Oeshi Dar,BankAI,925354680599,BKAI220393,Friend,Internal,Munger,Andhra Pradesh,7694959405,oeshi.dar@gmail.com,2022-04-19,Active
28883,BEN388436,16000,Matthew Sheth,Indian Bank,930055998197,BKAI148740,Self,External,Hosur,Madhya Pradesh,7424341923,matthew.sheth@gmail.com,2022-06-11,Active
28884,BEN612197,16000,Ijaya Thaker,ICICI Bank,979764261281,BKAI437570,Friend,External,Ballia,Tamil Nadu,7550708159,ijaya.thaker@gmail.com,2025-01-19,Active
28885,BEN692622,16000,Zehaan Sachdev,ICICI Bank,153750903258,BKAI694345,Father,External,Korba,Tripura,3202253186,zehaan.sachdev@gmail.com,2024-09-14,Active
28886,BEN919670,16001,Radhika Kamdar,HDFC Bank,954474203541,BKAI240415,Friend,External,Nagaon,Jharkhand,7447171278,radhika.kamdar@gmail.com,2017-02-28,Active
28887,BEN125576,16001,Saanvi Gokhale,ICICI Bank,114466089752,BKAI851356,Business Partner,External,Malda,Rajasthan,0388831719,saanvi.gokhale@gmail.com,2023-12-05,Active
28888,BEN156502,16002,Yahvi Apte,BankAI,470497182031,BKAI970012,Self,Internal,Bilaspur,Uttar Pradesh,9571509708,yahvi.apte@gmail.com,2022-09-30,Active
28889,BEN187068,16002,Harish Nair,Union Bank of India,524675159009,BKAI707030,Father,External,Raiganj,Kerala,5742956349,harish.nair@gmail.com,2026-05-30,Active
28890,BEN150854,16003,Vanya Dubey,AU Small Finance Bank,269935382043,BKAI632593,Self,External,Gandhinagar,West Bengal,7746523020,vanya.dubey@gmail.com,2018-10-08,Active
28891,BEN106391,16004,Gaurang Narain,IndusInd Bank,597700694513,BKAI745373,Other,External,Buxar,Odisha,5208926381,gaurang.narain@gmail.com,2024-05-11,Active
28892,BEN124960,16004,Hamsini Prakash,Bank of Baroda,756475627730,BKAI159360,Brother,External,Ramgarh,Tamil Nadu,3725371805,hamsini.prakash@gmail.com,2017-07-12,Active
28893,BEN886353,16004,Charan Goel,Kotak Mahindra Bank,472206978282,BKAI754699,Self,External,Korba,Mizoram,5464604083,charan.goel@gmail.com,2020-03-04,Active
28894,BEN172285,16005,Jasmit Pai,Indian Bank,429026246462,BKAI633365,Mother,External,Amaravati,Manipur,6110303952,jasmit.pai@gmail.com,2024-05-29,Active
28895,BEN170180,16006,Om Sinha,BankAI,976718503734,BKAI298509,Spouse,Internal,Solapur,Kerala,1911325092,om.sinha@gmail.com,2025-03-07,Active
28896,BEN894635,16006,Tamanna Muni,Indian Bank,974727641602,BKAI261645,Business Partner,External,Gorakhpur,Andhra Pradesh,0124859792,tamanna.muni@gmail.com,2022-02-14,Active
28897,BEN652299,16007,Omisha Bhatti,AU Small Finance Bank,916040723714,BKAI265196,Other,External,Farrukhabad,Sikkim,6743344314,omisha.bhatti@gmail.com,2021-09-26,Active
28898,BEN324266,16010,Krish Arya,IndusInd Bank,782229935536,BKAI447839,Mother,External,Agra,Kerala,1720378129,krish.arya@gmail.com,2018-10-24,Active
28899,BEN916406,16012,Lavanya Prabhakar,State Bank of India,261676766900,BKAI527289,Sister,External,Unnao,Arunachal Pradesh,3985098215,lavanya.prabhakar@gmail.com,2025-11-20,Active
28900,BEN275561,16012,Indali Bhatnagar,Bank of Baroda,414276403947,BKAI979100,Self,External,Guntur,Arunachal Pradesh,8520706236,indali.bhatnagar@gmail.com,2021-11-07,Active
28901,BEN546207,16012,Yashica Savant,Union Bank of India,150831385461,BKAI405330,Father,External,Agra,Mizoram,4982839615,yashica.savant@gmail.com,2018-11-23,Active
28902,BEN332298,16013,Pavani Thakkar,Kotak Mahindra Bank,908158316042,BKAI284655,Employee,External,Satara,Himachal Pradesh,0855584782,pavani.thakkar@gmail.com,2018-01-03,Active
28903,BEN407555,16014,Harini Narasimhan,BankAI,864752645907,BKAI480100,Friend,Internal,Kavali,Haryana,7904686850,harini.narasimhan@gmail.com,2017-05-11,Active
28904,BEN397620,16015,Sai Chakrabarti,Bank of Baroda,167878292291,BKAI340257,Friend,External,Hospet,Telangana,9851273367,sai.chakrabarti@gmail.com,2026-05-03,Active
28905,BEN976747,16015,Chaitanya Nayar,IndusInd Bank,930476906236,BKAI567808,Sister,External,Jammu,Sikkim,3829341713,chaitanya.nayar@gmail.com,2017-01-17,Active
28906,BEN726526,16015,Azaan Raju,Indian Bank,319663872615,BKAI725186,Friend,External,Singrauli,Tripura,2448089221,azaan.raju@gmail.com,2019-09-25,Active
28907,BEN849341,16016,Megha Tella,Bandhan Bank,420806077482,BKAI863098,Father,External,Sambalpur,Manipur,2551026639,megha.tella@gmail.com,2020-11-13,Active
28908,BEN716301,16016,Ubika Baria,Union Bank of India,762533238897,BKAI161186,Brother,External,Unnao,Tripura,6030107586,ubika.baria@gmail.com,2020-11-21,Active
28909,BEN353996,16017,Logan Kapadia,Indian Bank,647109147837,BKAI872689,Friend,External,Udaipur,Tamil Nadu,8609895342,logan.kapadia@gmail.com,2023-01-27,Active
28910,BEN303727,16017,Raghav Tripathi,State Bank of India,444764072722,BKAI242560,Self,External,Tadepalligudem,Assam,3419851049,raghav.tripathi@gmail.com,2019-11-18,Active
28911,BEN252450,16019,Inaya Palla,Indian Bank,215920365683,BKAI182910,Brother,External,Agartala,Madhya Pradesh,3678110467,inaya.palla@gmail.com,2020-06-28,Active
28912,BEN536870,16020,Janani Gara,State Bank of India,950874825988,BKAI785773,Father,External,Mirzapur,Assam,3814826981,janani.gara@gmail.com,2017-01-23,Active
28913,BEN405171,16020,Widisha Kohli,AU Small Finance Bank,130393708988,BKAI210833,Father,External,Ajmer,Rajasthan,3332304235,widisha.kohli@gmail.com,2023-07-26,Active
28914,BEN853243,16021,Isha Barad,BankAI,235910953162,BKAI666248,Mother,Internal,Kolkata,Jharkhand,9707446321,isha.barad@gmail.com,2022-06-12,Active
28915,BEN484101,16021,Chandresh Chatterjee,Axis Bank,323384200282,BKAI455308,Brother,External,Varanasi,Assam,5751536602,chandresh.chatterjee@gmail.com,2019-12-08,Active
28916,BEN341520,16022,Ekiya Palla,BankAI,471305735756,BKAI313717,Father,Internal,Jalna,Assam,0317342485,ekiya.palla@gmail.com,2026-01-01,Active
28917,BEN789475,16023,Guneet Dora,Bandhan Bank,113110542499,BKAI800259,Spouse,External,Guwahati,Rajasthan,0061273685,guneet.dora@gmail.com,2025-04-13,Active
28918,BEN235574,16024,Jagrati Thakkar,Canara Bank,309904973489,BKAI125144,Friend,External,Nellore,Goa,4557191791,jagrati.thakkar@gmail.com,2021-03-19,Active
28919,BEN194199,16024,Darsh Nazareth,ICICI Bank,797281864653,BKAI622960,Mother,External,Tiruchirappalli,Odisha,1238765980,darsh.nazareth@gmail.com,2022-10-12,Active
28920,BEN932882,16024,Advaith Bhattacharyya,BankAI,249986120029,BKAI506255,Friend,Internal,Amroha,Assam,8223613634,advaith.bhattacharyya@gmail.com,2023-01-06,Active
28921,BEN491986,16025,Gautami Cherian,BankAI,582750984940,BKAI142504,Friend,Internal,Vijayawada,Andhra Pradesh,7906392989,gautami.cherian@gmail.com,2021-07-30,Active
28922,BEN904954,16026,Vrishti Dey,BankAI,940606434691,BKAI920738,Father,Internal,Gudivada,Uttarakhand,5104960629,vrishti.dey@gmail.com,2024-10-22,Active
28923,BEN944031,16026,Isaiah Virk,Kotak Mahindra Bank,177908134411,BKAI695835,Self,External,Siwan,Nagaland,5236206019,isaiah.virk@gmail.com,2018-09-08,Active
28924,BEN967392,16027,Wyatt Gaba,Union Bank of India,784042556046,BKAI489139,Spouse,External,Karaikudi,Nagaland,3890829490,wyatt.gaba@gmail.com,2023-07-02,Active
28925,BEN945319,16027,Vasatika Dani,BankAI,785033448079,BKAI647194,Father,Internal,Hazaribagh,Mizoram,3640914422,vasatika.dani@gmail.com,2017-08-14,Active
28926,BEN816577,16027,Upasna Sagar,BankAI,648774519808,BKAI786841,Employee,Internal,Fatehpur,Odisha,0234579972,upasna.sagar@gmail.com,2022-04-24,Active
28927,BEN612157,16028,Madhav Bajwa,Bank of Baroda,242566535208,BKAI879336,Self,External,Kolkata,Punjab,1154986381,madhav.bajwa@gmail.com,2025-05-18,Active
28928,BEN562644,16028,Yashawini Ramachandran,BankAI,959488362539,BKAI502827,Friend,Internal,Serampore,Madhya Pradesh,1922979349,yashawini.ramachandran@gmail.com,2025-12-25,Active
28929,BEN469187,16028,Ansh Chawla,Canara Bank,440459401226,BKAI498194,Friend,External,Bardhaman,Telangana,9787821323,ansh.chawla@gmail.com,2025-02-22,Active
28930,BEN177706,16029,Girik Srivastava,AU Small Finance Bank,303672916604,BKAI823031,Spouse,External,Sonipat,Jharkhand,7466466392,girik.srivastava@gmail.com,2023-02-04,Active
28931,BEN999252,16029,Mohammed Sinha,Canara Bank,222308033892,BKAI349631,Spouse,External,Uluberia,Uttar Pradesh,3954766752,mohammed.sinha@gmail.com,2021-09-09,Active
28932,BEN818809,16031,Dominic Din,Bank of Baroda,554099678614,BKAI126121,Sister,External,Kanpur,Uttarakhand,8170966696,dominic.din@gmail.com,2022-03-16,Active
28933,BEN866770,16031,Hemangini Jayaraman,BankAI,465018670695,BKAI197162,Father,Internal,Nangloi Jat,Sikkim,9317499852,hemangini.jayaraman@gmail.com,2026-03-18,Active
28934,BEN558447,16031,Christopher Agrawal,State Bank of India,923730818815,BKAI299236,Father,External,Silchar,Meghalaya,1052088266,christopher.agrawal@gmail.com,2026-05-12,Active
28935,BEN669714,16032,Daksha Dass,Indian Bank,798103168567,BKAI940608,Friend,External,Jodhpur,Himachal Pradesh,4737129677,daksha.dass@gmail.com,2024-02-14,Active
28936,BEN769990,16032,Dominic Sarma,Yes Bank,317647625117,BKAI579776,Friend,External,Durg,Haryana,6788175205,dominic.sarma@gmail.com,2020-10-02,Active
28937,BEN775920,16032,Vedhika Mall,Union Bank of India,218747032164,BKAI834082,Self,External,Dharmavaram,Madhya Pradesh,4817780163,vedhika.mall@gmail.com,2018-04-22,Active
28938,BEN902876,16033,Tanmayi Krish,Bandhan Bank,864284497087,BKAI765265,Friend,External,Suryapet,Goa,7955206006,tanmayi.krish@gmail.com,2017-01-31,Active
28939,BEN509355,16033,Ishaan Bajwa,Punjab National Bank,360301598786,BKAI420746,Sister,External,Nellore,Uttarakhand,7738295550,ishaan.bajwa@gmail.com,2022-08-18,Active
28940,BEN827352,16033,Ojasvi Rastogi,Axis Bank,550859005075,BKAI399781,Other,External,Katihar,Jharkhand,5098051047,ojasvi.rastogi@gmail.com,2022-01-07,Active
28941,BEN199290,16033,Anirudh Ahuja,Union Bank of India,604481083132,BKAI502454,Friend,External,Phagwara,Nagaland,5448973885,anirudh.ahuja@gmail.com,2025-07-30,Active
28942,BEN592262,16035,Ekapad Ghosh,Union Bank of India,643841121058,BKAI115449,Employee,External,Bettiah,Tripura,6732543791,ekapad.ghosh@gmail.com,2022-02-14,Inactive
28943,BEN519355,16035,Ishita Barad,BankAI,203229599183,BKAI854202,Self,Internal,Ajmer,Manipur,5113995834,ishita.barad@gmail.com,2025-08-27,Active
28944,BEN872708,16035,Tejas Sahni,Yes Bank,246186787783,BKAI344947,Sister,External,Bokaro,Goa,5073248316,tejas.sahni@gmail.com,2018-03-20,Active
28945,BEN837984,16036,Mitali Sengupta,BankAI,485453654917,BKAI307661,Mother,Internal,Jaunpur,West Bengal,1572293621,mitali.sengupta@gmail.com,2018-10-26,Active
28946,BEN563507,16036,Anirudh Gola,HDFC Bank,617980425844,BKAI105913,Employee,External,Rohtak,Goa,5362625314,anirudh.gola@gmail.com,2022-05-11,Active
28947,BEN470380,16036,Patrick Murty,BankAI,159795951835,BKAI958763,Brother,Internal,Satna,Rajasthan,6839973130,patrick.murty@gmail.com,2021-12-23,Active
28948,BEN457630,16037,Joshua Mani,AU Small Finance Bank,677297112337,BKAI558169,Sister,External,Aizawl,Sikkim,9772207580,joshua.mani@gmail.com,2022-08-12,Active
28949,BEN411852,16038,Jeevika Loyal,BankAI,344191765872,BKAI972265,Father,Internal,Secunderabad,Haryana,4867234163,jeevika.loyal@gmail.com,2022-11-08,Active
28950,BEN206483,16038,Upkaar Khare,Bandhan Bank,304779861165,BKAI287232,Other,External,Kakinada,Jharkhand,3990763589,upkaar.khare@gmail.com,2021-09-20,Active
28951,BEN708697,16039,Nisha Varghese,Bank of Baroda,788771038559,BKAI674847,Spouse,External,Tezpur,Madhya Pradesh,8047599536,nisha.varghese@gmail.com,2019-03-16,Active
28952,BEN104599,16040,Frado Saraf,Kotak Mahindra Bank,201978988546,BKAI922911,Sister,External,Ozhukarai,Uttarakhand,3344859032,frado.saraf@gmail.com,2022-09-09,Active
28953,BEN846689,16040,Brijesh Koshy,IDFC FIRST Bank,903044508069,BKAI212027,Employee,External,Phusro,Haryana,6776675355,brijesh.koshy@gmail.com,2026-05-20,Active
28954,BEN814086,16040,Ojasvi Bali,ICICI Bank,301053269909,BKAI624229,Father,External,Proddatur,Punjab,6450037240,ojasvi.bali@gmail.com,2024-11-21,Active
28955,BEN575701,16040,Manbir Modi,Canara Bank,319363396965,BKAI147050,Employee,External,Hospet,Goa,9187762757,manbir.modi@gmail.com,2019-06-17,Active
28956,BEN823589,16041,Banjeet Edwin,BankAI,211762242443,BKAI920043,Spouse,Internal,Jodhpur,Gujarat,5495514818,banjeet.edwin@gmail.com,2023-02-02,Active
28957,BEN423196,16041,Yadavi Bali,HDFC Bank,656468582309,BKAI466424,Father,External,Arrah,Gujarat,6390418934,yadavi.bali@gmail.com,2026-05-14,Active
28958,BEN481447,16042,Raagini Sangha,BankAI,260318925126,BKAI119424,Sister,Internal,Ambala,Odisha,8041188442,raagini.sangha@gmail.com,2024-04-30,Active
28959,BEN127344,16042,Gautami Chakraborty,Canara Bank,426053115320,BKAI867437,Friend,External,Surat,Sikkim,0828848525,gautami.chakraborty@gmail.com,2024-01-22,Inactive
28960,BEN708768,16043,Bhavini Raju,AU Small Finance Bank,390371494060,BKAI785174,Employee,External,Anantapuram,Rajasthan,3774105340,bhavini.raju@gmail.com,2018-06-03,Active
28961,BEN849899,16043,Anirudh Kara,State Bank of India,706258713700,BKAI372412,Sister,External,Siwan,Rajasthan,3352856850,anirudh.kara@gmail.com,2019-08-02,Active
28962,BEN993357,16045,Warhi Dhar,IDFC FIRST Bank,665478712902,BKAI118478,Sister,External,South Dumdum,Tripura,3732598429,warhi.dhar@gmail.com,2023-12-06,Active
28963,BEN631930,16045,Adweta Shah,Axis Bank,610709864474,BKAI166344,Spouse,External,Howrah,Tripura,9716780413,adweta.shah@gmail.com,2017-08-11,Active
28964,BEN503956,16046,Vivaan Virk,BankAI,916586375044,BKAI674959,Father,Internal,Ramgarh,Haryana,2661068491,vivaan.virk@gmail.com,2020-08-06,Active
28965,BEN279234,16046,Chandresh Bali,Kotak Mahindra Bank,790767752505,BKAI256834,Brother,External,Bathinda,West Bengal,2226874447,chandresh.bali@gmail.com,2026-01-10,Active
28966,BEN431483,16046,Yamini Mohan,BankAI,477582405196,BKAI603178,Spouse,Internal,Jamalpur,Odisha,0799613546,yamini.mohan@gmail.com,2022-05-19,Active
28967,BEN263578,16046,Pranav Om,Canara Bank,292065891480,BKAI441033,Sister,External,Bulandshahr,Madhya Pradesh,6071960200,pranav.om@gmail.com,2019-12-11,Active
28968,BEN703680,16048,Eesha Nagi,Axis Bank,241103471485,BKAI112922,Sister,External,Ichalkaranji,West Bengal,8050490777,eesha.nagi@gmail.com,2024-06-29,Active
28969,BEN939552,16048,Zinal Mohanty,Bank of Baroda,569411417893,BKAI630463,Spouse,External,Berhampur,Chhattisgarh,9680025870,zinal.mohanty@gmail.com,2024-01-28,Active
28970,BEN419962,16048,Girindra Saini,Kotak Mahindra Bank,860469220912,BKAI538234,Spouse,External,Morbi,West Bengal,4527904855,girindra.saini@gmail.com,2024-10-09,Active
28971,BEN600794,16048,Gagan Ganguly,Kotak Mahindra Bank,678650427784,BKAI231028,Friend,External,Kirari Suleman Nagar,Madhya Pradesh,8559193512,gagan.ganguly@gmail.com,2025-04-14,Active
28972,BEN560724,16049,Gabriel Tara,BankAI,587769199173,BKAI869783,Friend,Internal,Rohtak,Jharkhand,4970127310,gabriel.tara@gmail.com,2018-09-29,Active
28973,BEN247398,16049,Yagnesh Balasubramanian,ICICI Bank,322844675734,BKAI299364,Mother,External,Mirzapur,Arunachal Pradesh,6740538222,yagnesh.balasubramanian@gmail.com,2019-06-14,Active
28974,BEN878030,16051,Chameli Pathak,Axis Bank,786349257219,BKAI636141,Friend,External,Ballia,Kerala,4718765579,chameli.pathak@gmail.com,2024-04-10,Active
28975,BEN105897,16052,Harinakshi Kapadia,Yes Bank,651937123239,BKAI806464,Employee,External,Gudivada,Assam,9421267495,harinakshi.kapadia@gmail.com,2017-04-09,Active
28976,BEN236071,16052,Anirudh Kibe,Kotak Mahindra Bank,719636745792,BKAI912101,Spouse,External,Junagadh,Gujarat,6388335097,anirudh.kibe@gmail.com,2020-09-13,Active
28977,BEN259367,16052,Lekha Narayan,ICICI Bank,916985930851,BKAI363373,Self,External,Kavali,Maharashtra,2658293585,lekha.narayan@gmail.com,2020-04-12,Active
28978,BEN536862,16052,Yashica Mutti,Bank of Baroda,145830739839,BKAI906071,Brother,External,Nagpur,Jharkhand,2274285198,yashica.mutti@gmail.com,2023-01-30,Active
28979,BEN441939,16053,Bhanumati Natarajan,Axis Bank,274098877504,BKAI730402,Self,External,Kadapa,Sikkim,2657020011,bhanumati.natarajan@gmail.com,2024-08-13,Active
28980,BEN823725,16053,Harinakshi Muni,Bandhan Bank,311724499155,BKAI708828,Employee,External,Panchkula,Uttar Pradesh,3843124578,harinakshi.muni@gmail.com,2022-04-27,Active
28981,BEN304580,16054,Raagini Mohanty,BankAI,401794898063,BKAI855238,Sister,Internal,Sikar,Andhra Pradesh,8182545999,raagini.mohanty@gmail.com,2018-05-24,Active
28982,BEN328871,16054,Harrison Sehgal,Canara Bank,868487067137,BKAI820148,Sister,External,Sagar,Jharkhand,2915971513,harrison.sehgal@gmail.com,2021-09-17,Active
28983,BEN394380,16055,Barkha Ratta,BankAI,596387896128,BKAI456095,Spouse,Internal,Motihari,Arunachal Pradesh,7259896072,barkha.ratta@gmail.com,2025-12-30,Active
28984,BEN853475,16055,Dakshesh Sengupta,BankAI,250501376138,BKAI978637,Self,Internal,Jehanabad,Bihar,8392144975,dakshesh.sengupta@gmail.com,2018-08-11,Active
28985,BEN714737,16055,Advik Virk,BankAI,233360700239,BKAI701342,Business Partner,Internal,Kirari Suleman Nagar,Gujarat,1440702912,advik.virk@gmail.com,2019-12-23,Active
28986,BEN168367,16056,Orinder Bhardwaj,Yes Bank,452605114182,BKAI535260,Spouse,External,Gandhidham,Uttar Pradesh,3237838404,orinder.bhardwaj@gmail.com,2019-07-01,Active
28987,BEN164469,16056,Nakul Chander,HDFC Bank,861607514102,BKAI195750,Other,External,Gorakhpur,Tripura,2990147402,nakul.chander@gmail.com,2018-02-20,Active
28988,BEN490539,16057,Chanchal Bhatia,Union Bank of India,932293191086,BKAI801934,Friend,External,Bulandshahr,Punjab,2087933017,chanchal.bhatia@gmail.com,2017-07-09,Active
28989,BEN425933,16058,Eta Dhar,Yes Bank,957065532577,BKAI344726,Mother,External,Silchar,Karnataka,2416467236,eta.dhar@gmail.com,2019-07-28,Active
28990,BEN993027,16059,Anamika Tailor,State Bank of India,480113770343,BKAI822593,Mother,External,Ballia,Chhattisgarh,9586768157,anamika.tailor@gmail.com,2019-04-12,Active
28991,BEN284838,16059,Yashica Rout,BankAI,839326736331,BKAI814547,Brother,Internal,Sambalpur,Kerala,3405799644,yashica.rout@gmail.com,2024-05-01,Active
28992,BEN443828,16060,Mason Grewal,ICICI Bank,664327370774,BKAI250547,Friend,External,Suryapet,Kerala,0348700707,mason.grewal@gmail.com,2022-03-27,Active
28993,BEN165348,16060,Isha Sanghvi,BankAI,555946586403,BKAI384438,Father,Internal,Munger,Tripura,1463554644,isha.sanghvi@gmail.com,2017-12-07,Active
28994,BEN680246,16061,Advik Ramesh,ICICI Bank,270132142899,BKAI253389,Brother,External,Tirunelveli,Manipur,1102247045,advik.ramesh@gmail.com,2018-10-04,Active
28995,BEN962426,16061,Benjamin Bobal,ICICI Bank,944436022702,BKAI905396,Father,External,Tezpur,Madhya Pradesh,3574528700,benjamin.bobal@gmail.com,2016-08-03,Active
28996,BEN267566,16062,Radhika Char,Axis Bank,254019265364,BKAI903204,Business Partner,External,Mysore,Himachal Pradesh,1573824980,radhika.char@gmail.com,2026-02-18,Active
28997,BEN321471,16063,Janani Nigam,Bandhan Bank,346489896236,BKAI631057,Spouse,External,Kulti,Goa,2855732168,janani.nigam@gmail.com,2020-08-30,Active
28998,BEN404640,16063,Triveni Khalsa,Bandhan Bank,119469983655,BKAI584107,Spouse,External,Bhubaneswar,Mizoram,0697947524,triveni.khalsa@gmail.com,2025-10-27,Active
28999,BEN244583,16064,Dhruv Tata,Punjab National Bank,133831379193,BKAI831064,Friend,External,Nagercoil,Telangana,4096858327,dhruv.tata@gmail.com,2020-05-07,Active
29000,BEN210282,16064,Aarav Kapoor,ICICI Bank,856888261831,BKAI900754,Friend,External,Miryalaguda,Gujarat,5063991448,aarav.kapoor@gmail.com,2021-06-27,Active
